corpus,method,mask_type,name,repeat,anchor,selectivity_target,concentration,count,selectivity,mask_sha256,mean_recall_at_10,recall_loss,queries_below_full_recall,kprime,mean_pairwise_cosine,gt_mode,exact_top_l,coverage_failure_fraction
B,hnsw,shuffle,time_of_day==morning,90.0,,,,36999,0.2572411875130362,8c73fb8ae56748cc32de6d57dcfc42979abdaf4fe9bb638376d0417be48d662a,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,91.0,,,,36999,0.2572411875130362,9264792b0f2f98fc1282c2ccae375b412bb4fe187ecb3a537b03dc53962d6951,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,92.0,,,,36999,0.2572411875130362,9146dabacf84d2503d1e29857c0728534e1ad14b428d3d2540d47339112cb0b8,0.9985000491142273,0.001499950885772705,3,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,93.0,,,,36999,0.2572411875130362,51ea66780ff5b3a8720ff6843b01a0ef96fed72e97541bf40aa4a1f49994c25d,0.9980000257492065,0.001999974250793457,3,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,94.0,,,,36999,0.2572411875130362,024b67ace26aa76b23742fbec13d6cdbef19f0bb9cef6ec22b1aa5131003d967,0.9984999895095825,0.0015000104904174805,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,95.0,,,,36999,0.2572411875130362,cc20603dd86046b9de4c94a4c0dfe23f039b44fb6c54422920cfc4ebf60a64de,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,96.0,,,,36999,0.2572411875130362,d26d00c5b9d265f67df2373b668bee8ead2e1be6b4a3a74d4d25bac2be85638f,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,97.0,,,,36999,0.2572411875130362,3bf3cc2957925f3ab72f348fbebdff8b2fda102f27495df223cd8539e5e44389,0.9984999895095825,0.0015000104904174805,3,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,98.0,,,,36999,0.2572411875130362,9832d426b3cc4b91ba6e9daf2147da6e39113b11b0191a9db4d00de20635bf3e,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,99.0,,,,36999,0.2572411875130362,c4e01b20ec036c130129c22f3f3d93ca9e858a0c67c496932dd6e70905a1135c,0.9985000491142273,0.001499950885772705,3,156,,global_top_l_filter,5000,0.0
